geo_id,lakeMI_qmile,river_qmile,Rail_emile,MajorRd_qmile
1400000US17031030706,1.0,0.0,0.0,1.0
1400000US17031030800,0.0,0.0,0.0,0.0
1400000US17031030900,0.0,0.0,1.0,0.0
1400000US17031031000,0.0,0.0,1.0,0.0
1400000US17031031100,0.0,0.0,0.0,0.0
1400000US17031031200,0.0,0.0,0.0,1.0
1400000US17031031300,1.0,0.0,0.0,1.0
1400000US17031031400,1.0,0.0,0.0,1.0
1400000US17031031501,0.0,0.0,0.0,1.0
1400000US17031031502,0.0,0.0,0.0,1.0
1400000US17031031700,0.0,0.0,0.0,0.0
1400000US17031031800,0.0,0.0,1.0,0.0
1400000US17031031900,0.0,0.0,1.0,0.0
1400000US17031032100,0.0,0.0,0.0,1.0
1400000US17031040100,0.0,0.0,1.0,0.0
1400000US17031040201,0.0,1.0,0.0,0.0
1400000US17031040202,0.0,0.0,0.0,0.0
1400000US17031040300,0.0,1.0,0.0,0.0
1400000US17031040401,0.0,0.0,0.0,0.0
1400000US17031040402,0.0,0.0,1.0,0.0
1400000US17031040600,0.0,0.0,0.0,0.0
1400000US17031040700,0.0,1.0,0.0,0.0
1400000US17031040800,0.0,1.0,0.0,0.0
1400000US17031040900,0.0,0.0,0.0,0.0
1400000US17031050100,0.0,0.0,1.0,0.0
1400000US17031050200,0.0,0.0,0.0,0.0
1400000US17031050300,0.0,1.0,0.0,0.0
1400000US17031050500,0.0,0.0,0.0,0.0
1400000US17031050600,0.0,0.0,1.0,0.0
1400000US17031050700,0.0,0.0,1.0,0.0
1400000US17031050800,0.0,0.0,0.0,0.0
1400000US17031050900,0.0,0.0,0.0,0.0
1400000US17031051000,0.0,1.0,0.0,0.0
1400000US17031051100,0.0,0.0,0.0,0.0
1400000US17031051200,0.0,0.0,1.0,0.0
1400000US17031051300,0.0,1.0,1.0,0.0
1400000US17031051400,0.0,1.0,0.0,0.0
1400000US17031060100,0.0,0.0,0.0,0.0
1400000US17031060200,0.0,0.0,1.0,0.0
1400000US17031060300,0.0,0.0,1.0,0.0
1400000US17031060400,0.0,0.0,0.0,0.0
1400000US17031060500,0.0,0.0,0.0,0.0
1400000US17031060800,1.0,0.0,0.0,1.0
1400000US17031060900,1.0,0.0,0.0,1.0
1400000US17031061000,0.0,0.0,0.0,1.0
1400000US17031061100,0.0,0.0,0.0,0.0
1400000US17031061200,0.0,0.0,0.0,0.0
1400000US17031061500,0.0,0.0,0.0,0.0
1400000US17031061800,1.0,0.0,0.0,1.0
1400000US17031061901,1.0,0.0,0.0,1.0
1400000US17031061902,1.0,0.0,0.0,1.0
1400000US17031062000,1.0,0.0,0.0,1.0
1400000US17031062100,0.0,0.0,0.0,0.0
1400000US17031062200,0.0,0.0,0.0,0.0
1400000US17031062300,0.0,0.0,0.0,0.0
1400000US17031062400,0.0,0.0,0.0,0.0
1400000US17031062500,0.0,0.0,1.0,0.0
1400000US17031062600,0.0,0.0,1.0,0.0
1400000US17031062700,0.0,0.0,0.0,0.0
1400000US17031062800,0.0,0.0,0.0,0.0
1400000US17031062900,0.0,0.0,0.0,0.0
1400000US17031063000,0.0,0.0,0.0,0.0
1400000US17031063100,0.0,0.0,0.0,0.0
1400000US17031063200,1.0,0.0,0.0,1.0
1400000US17031063301,0.0,0.0,0.0,0.0
1400000US17031063302,1.0,0.0,0.0,1.0
1400000US17031063303,1.0,0.0,0.0,1.0
1400000US17031063400,0.0,0.0,0.0,0.0
1400000US17031070101,1.0,0.0,0.0,1.0
1400000US17031070102,0.0,0.0,0.0,0.0
1400000US17031070103,0.0,0.0,0.0,0.0
1400000US17031070200,0.0,0.0,0.0,0.0
1400000US17031070300,0.0,0.0,0.0,0.0
1400000US17031070400,0.0,0.0,0.0,0.0
1400000US17031070500,0.0,0.0,1.0,0.0
1400000US17031070600,0.0,1.0,1.0,0.0
1400000US17031070700,0.0,1.0,1.0,1.0
1400000US17031071000,0.0,1.0,1.0,0.0
1400000US17031071100,0.0,0.0,0.0,0.0
1400000US17031071200,0.0,0.0,0.0,0.0
1400000US17031071300,0.0,0.0,0.0,0.0
1400000US17031071400,1.0,0.0,0.0,1.0
1400000US17031071500,1.0,0.0,0.0,1.0
1400000US17031071600,0.0,0.0,0.0,0.0
1400000US17031071700,0.0,0.0,0.0,0.0
1400000US17031071800,0.0,0.0,0.0,0.0
1400000US17031080100,1.0,0.0,0.0,1.0
1400000US17031080201,1.0,0.0,0.0,1.0
1400000US17031080202,1.0,0.0,0.0,1.0
1400000US17031080300,0.0,0.0,0.0,0.0
1400000US17031080400,0.0,1.0,0.0,0.0
1400000US17031081000,0.0,0.0,0.0,1.0
1400000US17031081100,1.0,0.0,0.0,1.0
1400000US17031081201,1.0,0.0,0.0,1.0
1400000US17031081202,1.0,0.0,0.0,1.0
1400000US17031081300,1.0,0.0,0.0,1.0
1400000US17031081401,1.0,1.0,0.0,1.0
1400000US17031081402,1.0,1.0,0.0,1.0
1400000US17031081403,1.0,1.0,0.0,1.0
1400000US17031081500,0.0,1.0,0.0,0.0
1400000US17031081600,0.0,1.0,1.0,0.0
1400000US17031081700,0.0,1.0,1.0,0.0
1400000US17031081800,0.0,1.0,1.0,0.0
1400000US17031081900,0.0,1.0,1.0,0.0
1400000US17031090100,0.0,0.0,0.0,0.0
1400000US17031090200,0.0,0.0,1.0,0.0
1400000US17031090300,0.0,0.0,1.0,0.0
1400000US17031100100,0.0,1.0,1.0,1.0
1400000US17031100200,0.0,1.0,1.0,1.0
1400000US17031100300,0.0,0.0,1.0,1.0
1400000US17031100400,0.0,0.0,0.0,1.0
1400000US17031100500,0.0,0.0,0.0,1.0
1400000US17031100600,0.0,0.0,1.0,1.0
1400000US17031100700,0.0,0.0,0.0,0.0
1400000US17031110100,0.0,1.0,1.0,1.0
1400000US17031110200,0.0,0.0,1.0,1.0
1400000US17031110300,0.0,0.0,1.0,1.0
1400000US17031110400,0.0,0.0,1.0,1.0
1400000US17031110501,0.0,1.0,1.0,1.0
1400000US17031110502,0.0,0.0,1.0,1.0
1400000US17031120100,0.0,1.0,1.0,0.0
1400000US17031120200,0.0,1.0,1.0,1.0
1400000US17031120300,0.0,1.0,1.0,1.0
1400000US17031120400,0.0,1.0,1.0,1.0
1400000US17031130100,0.0,1.0,1.0,0.0
1400000US17031130200,0.0,1.0,1.0,1.0
1400000US17031130300,0.0,1.0,0.0,0.0
1400000US17031140100,0.0,1.0,0.0,0.0
1400000US17031140200,0.0,1.0,0.0,0.0
1400000US17031140301,0.0,1.0,0.0,0.0
1400000US17031140302,0.0,1.0,0.0,0.0
1400000US17031140400,0.0,1.0,1.0,1.0
1400000US17031140500,0.0,0.0,0.0,0.0
1400000US17031140601,0.0,0.0,0.0,0.0
1400000US17031140602,0.0,1.0,0.0,0.0
1400000US17031140701,0.0,1.0,0.0,0.0
1400000US17031140702,0.0,0.0,0.0,0.0
1400000US17031140800,0.0,1.0,0.0,0.0
1400000US17031150200,0.0,0.0,1.0,1.0
1400000US17031150300,0.0,0.0,1.0,1.0
1400000US17031150401,0.0,0.0,0.0,1.0
1400000US17031150402,0.0,0.0,0.0,0.0
1400000US17031150501,0.0,0.0,0.0,0.0
1400000US17031150502,0.0,0.0,0.0,0.0
1400000US17031150600,0.0,0.0,0.0,0.0
1400000US17031150700,0.0,0.0,0.0,0.0
1400000US17031150800,0.0,0.0,0.0,0.0
1400000US17031151001,0.0,0.0,0.0,0.0
1400000US17031151002,0.0,0.0,1.0,0.0
1400000US17031151100,0.0,0.0,0.0,0.0
1400000US17031151200,0.0,0.0,0.0,0.0
1400000US17031160100,0.0,0.0,1.0,1.0
1400000US17031160200,0.0,0.0,1.0,1.0
1400000US17031160300,0.0,0.0,1.0,1.0
1400000US17031160400,0.0,0.0,1.0,1.0
1400000US17031160501,0.0,0.0,0.0,0.0
1400000US17031160502,0.0,0.0,0.0,0.0
1400000US17031160601,0.0,1.0,0.0,0.0
1400000US17031160602,0.0,1.0,0.0,0.0
1400000US17031160700,0.0,1.0,0.0,0.0
1400000US17031160800,0.0,0.0,1.0,1.0
1400000US17031160900,0.0,0.0,1.0,1.0
1400000US17031161000,0.0,0.0,1.0,1.0
1400000US17031161100,0.0,0.0,1.0,1.0
1400000US17031161200,0.0,0.0,1.0,0.0
1400000US17031161300,0.0,0.0,1.0,1.0
1400000US17031170100,0.0,0.0,0.0,0.0
1400000US17031170200,0.0,0.0,0.0,0.0
1400000US17031170300,0.0,0.0,0.0,0.0
1400000US17031170400,0.0,0.0,0.0,0.0
1400000US17031170500,0.0,0.0,0.0,0.0
1400000US17031170600,0.0,0.0,0.0,0.0
1400000US17031170700,0.0,0.0,0.0,0.0
1400000US17031170800,0.0,0.0,0.0,0.0
1400000US17031170900,0.0,0.0,0.0,0.0
1400000US17031171000,0.0,0.0,0.0,0.0
1400000US17031171100,0.0,0.0,0.0,0.0
1400000US17031180100,0.0,0.0,1.0,0.0
1400000US17031190100,0.0,0.0,1.0,0.0
1400000US17031190200,0.0,0.0,0.0,0.0
1400000US17031190300,0.0,0.0,0.0,0.0
1400000US17031190401,0.0,0.0,0.0,0.0
1400000US17031190402,0.0,0.0,0.0,0.0
1400000US17031190601,0.0,0.0,0.0,0.0
1400000US17031190602,0.0,0.0,0.0,0.0
1400000US17031190701,0.0,0.0,0.0,0.0
1400000US17031190702,0.0,0.0,0.0,0.0
1400000US17031190800,0.0,0.0,0.0,0.0
1400000US17031190900,0.0,0.0,1.0,0.0
1400000US17031191000,0.0,0.0,1.0,0.0
1400000US17031191100,0.0,0.0,1.0,0.0
1400000US17031191200,0.0,0.0,1.0,0.0
1400000US17031191301,0.0,0.0,1.0,0.0
1400000US17031191302,0.0,0.0,1.0,0.0
1400000US17031200100,0.0,0.0,1.0,0.0
1400000US17031200200,0.0,0.0,1.0,0.0
1400000US17031200300,0.0,0.0,1.0,0.0
1400000US17031200401,0.0,0.0,1.0,0.0
1400000US17031200402,0.0,0.0,1.0,0.0
1400000US17031210100,0.0,1.0,1.0,1.0
1400000US17031210400,0.0,0.0,1.0,0.0
1400000US17031210501,0.0,0.0,0.0,1.0
1400000US17031210502,0.0,0.0,0.0,0.0
1400000US17031210601,0.0,0.0,1.0,1.0
1400000US17031210602,0.0,0.0,0.0,1.0
1400000US17031210700,0.0,0.0,1.0,1.0
1400000US17031210800,0.0,1.0,1.0,1.0
1400000US17031210900,0.0,1.0,1.0,1.0
1400000US17031220300,0.0,0.0,1.0,1.0
1400000US17031220400,0.0,0.0,1.0,1.0
1400000US17031220500,0.0,0.0,0.0,1.0
1400000US17031220601,0.0,0.0,0.0,0.0
1400000US17031220602,0.0,0.0,0.0,0.0
1400000US17031220701,0.0,0.0,1.0,0.0
1400000US17031220702,0.0,0.0,1.0,0.0
1400000US17031220901,0.0,0.0,1.0,0.0
1400000US17031220902,0.0,0.0,1.0,0.0
1400000US17031221000,0.0,0.0,0.0,0.0
1400000US17031221100,0.0,0.0,0.0,0.0
1400000US17031221200,0.0,0.0,0.0,0.0
1400000US17031221300,0.0,0.0,0.0,0.0
1400000US17031221400,0.0,0.0,0.0,0.0
1400000US17031221500,0.0,0.0,0.0,1.0
1400000US17031221600,0.0,0.0,1.0,1.0
1400000US17031222200,0.0,0.0,1.0,0.0
1400000US17031222500,0.0,0.0,1.0,0.0
1400000US17031222600,0.0,0.0,1.0,0.0
1400000US17031222700,0.0,0.0,1.0,0.0
1400000US17031222800,0.0,0.0,1.0,0.0
1400000US17031222900,0.0,0.0,1.0,0.0
1400000US17031230100,0.0,0.0,1.0,0.0
1400000US17031230200,0.0,0.0,1.0,0.0
1400000US17031230300,0.0,0.0,1.0,0.0
1400000US17031230400,0.0,0.0,1.0,0.0
1400000US17031230500,0.0,0.0,1.0,0.0
1400000US17031230600,0.0,0.0,1.0,0.0
1400000US17031230700,0.0,0.0,1.0,0.0
1400000US17031230800,0.0,0.0,1.0,0.0
1400000US17031230900,0.0,0.0,1.0,0.0
1400000US17031231100,0.0,0.0,1.0,0.0
1400000US17031231200,0.0,0.0,1.0,0.0
1400000US17031231500,0.0,0.0,1.0,0.0
1400000US17031240200,0.0,1.0,1.0,1.0
1400000US17031240300,0.0,0.0,1.0,1.0
1400000US17031240500,0.0,0.0,1.0,0.0
1400000US17031240600,0.0,0.0,1.0,0.0
1400000US17031240700,0.0,0.0,1.0,0.0
1400000US17031240800,0.0,0.0,1.0,0.0
1400000US17031240900,0.0,0.0,1.0,0.0
1400000US17031241000,0.0,0.0,0.0,0.0
1400000US17031241100,0.0,0.0,0.0,0.0
1400000US17031241200,0.0,0.0,0.0,0.0
1400000US17031241300,0.0,0.0,0.0,0.0
1400000US17031241400,0.0,0.0,0.0,0.0
1400000US17031241500,0.0,0.0,0.0,1.0
1400000US17031241600,0.0,1.0,1.0,1.0
1400000US17031242000,0.0,1.0,1.0,1.0
1400000US17031242100,0.0,0.0,0.0,0.0
1400000US17031242200,0.0,0.0,0.0,0.0
1400000US17031242300,0.0,0.0,0.0,0.0
1400000US17031242400,0.0,0.0,0.0,0.0
1400000US17031242500,0.0,0.0,0.0,0.0
1400000US17031242600,0.0,0.0,1.0,0.0
1400000US17031242700,0.0,0.0,1.0,0.0
1400000US17031242800,0.0,0.0,1.0,0.0
1400000US17031242900,0.0,0.0,1.0,0.0
1400000US17031243000,0.0,0.0,1.0,0.0
1400000US17031243100,0.0,0.0,1.0,0.0
1400000US17031243200,0.0,0.0,1.0,0.0
1400000US17031243300,0.0,0.0,1.0,1.0
1400000US17031243400,0.0,0.0,1.0,1.0
1400000US17031243500,0.0,1.0,1.0,1.0
1400000US17031250200,0.0,0.0,1.0,0.0
1400000US17031250300,0.0,0.0,1.0,0.0
1400000US17031250400,0.0,0.0,1.0,0.0
1400000US17031250500,0.0,0.0,1.0,0.0
1400000US17031250600,0.0,0.0,0.0,0.0
1400000US17031250700,0.0,0.0,0.0,0.0
1400000US17031250800,0.0,0.0,0.0,0.0
1400000US17031251000,0.0,0.0,1.0,0.0
1400000US17031251100,0.0,0.0,0.0,0.0
1400000US17031251200,0.0,0.0,0.0,0.0
1400000US17031251300,0.0,0.0,0.0,0.0
1400000US17031251400,0.0,0.0,1.0,0.0
1400000US17031251500,0.0,0.0,1.0,0.0
1400000US17031251600,0.0,0.0,1.0,0.0
1400000US17031251700,0.0,0.0,1.0,0.0
1400000US17031251800,0.0,0.0,1.0,0.0
1400000US17031251900,0.0,0.0,1.0,0.0
1400000US17031252000,0.0,0.0,1.0,0.0
1400000US17031252101,0.0,0.0,1.0,1.0
1400000US17031252102,0.0,0.0,0.0,1.0
1400000US17031252201,0.0,0.0,0.0,1.0
1400000US17031252202,0.0,0.0,1.0,1.0
1400000US17031260100,0.0,0.0,1.0,0.0
1400000US17031260200,0.0,0.0,1.0,0.0
1400000US17031260300,0.0,0.0,1.0,0.0
1400000US17031260400,0.0,0.0,1.0,0.0
1400000US17031260500,0.0,0.0,1.0,1.0
1400000US17031260600,0.0,0.0,0.0,1.0
1400000US17031260700,0.0,0.0,0.0,1.0
1400000US17031260800,0.0,0.0,0.0,1.0
1400000US17031260900,0.0,0.0,1.0,1.0
1400000US17031261000,0.0,0.0,1.0,1.0
1400000US17031270500,0.0,0.0,1.0,1.0
1400000US17031271200,0.0,0.0,0.0,1.0
1400000US17031271300,0.0,0.0,0.0,1.0
1400000US17031271400,0.0,0.0,0.0,1.0
1400000US17031271500,0.0,0.0,1.0,1.0
1400000US17031271800,0.0,0.0,1.0,1.0
1400000US17031280100,0.0,1.0,1.0,1.0
1400000US17031280400,0.0,0.0,1.0,0.0
1400000US17031280800,0.0,0.0,1.0,1.0
1400000US17031280900,0.0,0.0,0.0,1.0
1400000US17031281900,0.0,1.0,0.0,1.0
1400000US17031282700,0.0,0.0,1.0,1.0
1400000US17031282800,0.0,0.0,0.0,1.0
1400000US17031283100,0.0,0.0,0.0,0.0
1400000US17031283200,0.0,0.0,0.0,1.0
1400000US17031283800,0.0,0.0,1.0,0.0
1400000US17031290900,0.0,0.0,1.0,0.0
1400000US17031291200,0.0,0.0,0.0,0.0
1400000US17031291600,0.0,0.0,1.0,0.0
1400000US17031292200,0.0,0.0,0.0,0.0
1400000US17031292400,0.0,0.0,1.0,0.0
1400000US17031292500,0.0,0.0,1.0,0.0
1400000US17031300500,0.0,0.0,1.0,0.0
1400000US17031300600,0.0,0.0,1.0,0.0
1400000US17031300700,0.0,0.0,1.0,0.0
1400000US17031300800,0.0,0.0,1.0,0.0
1400000US17031300900,0.0,0.0,1.0,0.0
1400000US17031301100,0.0,0.0,1.0,0.0
1400000US17031301200,0.0,0.0,1.0,0.0
1400000US17031301600,0.0,0.0,1.0,0.0
1400000US17031301701,0.0,0.0,0.0,0.0
1400000US17031301702,0.0,0.0,1.0,0.0
1400000US17031301801,0.0,0.0,1.0,0.0
1400000US17031301802,0.0,0.0,1.0,0.0
1400000US17031301803,0.0,0.0,0.0,0.0
1400000US17031310200,0.0,1.0,1.0,1.0
1400000US17031310300,0.0,1.0,1.0,1.0
1400000US17031310400,0.0,1.0,1.0,0.0
1400000US17031310500,0.0,1.0,1.0,0.0
1400000US17031310600,0.0,1.0,1.0,0.0
1400000US17031310700,0.0,1.0,1.0,0.0
1400000US17031310800,0.0,1.0,1.0,0.0
1400000US17031310900,0.0,0.0,1.0,0.0
1400000US17031320100,1.0,1.0,1.0,1.0
1400000US17031320400,1.0,0.0,1.0,1.0
1400000US17031320600,1.0,0.0,1.0,1.0
1400000US17031330100,1.0,0.0,1.0,1.0
1400000US17031330200,0.0,1.0,1.0,0.0
1400000US17031340300,0.0,0.0,1.0,1.0
1400000US17031340400,0.0,0.0,1.0,1.0
1400000US17031340500,0.0,0.0,1.0,1.0
1400000US17031340600,0.0,0.0,1.0,1.0
1400000US17031350100,1.0,0.0,1.0,1.0
1400000US17031350400,0.0,0.0,1.0,1.0
1400000US17031351000,1.0,0.0,1.0,1.0
1400000US17031351100,0.0,0.0,0.0,1.0
1400000US17031351400,0.0,0.0,1.0,1.0
1400000US17031351500,0.0,0.0,1.0,1.0
1400000US17031360200,0.0,0.0,1.0,1.0
1400000US17031380100,0.0,0.0,0.0,0.0
1400000US17031380200,0.0,0.0,0.0,0.0
1400000US17031380500,0.0,0.0,1.0,1.0
1400000US17031380700,0.0,0.0,0.0,1.0
1400000US17031381200,0.0,0.0,0.0,0.0
1400000US17031381400,0.0,0.0,0.0,0.0
1400000US17031381500,0.0,0.0,0.0,1.0
1400000US17031381800,0.0,0.0,0.0,0.0
1400000US17031381900,0.0,0.0,0.0,0.0
1400000US17031390100,1.0,0.0,1.0,1.0
1400000US17031390200,1.0,0.0,1.0,1.0
1400000US17031390300,0.0,0.0,0.0,0.0
1400000US17031390400,0.0,0.0,0.0,0.0
1400000US17031390500,0.0,0.0,0.0,0.0
1400000US17031390600,1.0,0.0,1.0,1.0
1400000US17031390700,1.0,0.0,1.0,1.0
1400000US17031400300,0.0,0.0,0.0,0.0
1400000US17031400400,0.0,0.0,0.0,0.0
1400000US17031400500,0.0,0.0,0.0,0.0
1400000US17031400800,0.0,0.0,1.0,1.0
1400000US17031410100,1.0,0.0,1.0,1.0
1400000US17031410200,0.0,0.0,0.0,0.0
1400000US17031410500,0.0,0.0,0.0,0.0
1400000US17031410600,0.0,0.0,0.0,0.0
1400000US17031410700,0.0,0.0,0.0,0.0
1400000US17031410800,0.0,0.0,1.0,0.0
1400000US17031410900,1.0,0.0,1.0,1.0
1400000US17031411000,1.0,0.0,1.0,1.0
1400000US17031411100,0.0,0.0,1.0,0.0
1400000US17031411200,0.0,0.0,1.0,0.0
1400000US17031420100,1.0,0.0,1.0,1.0
1400000US17031420200,0.0,0.0,1.0,0.0
1400000US17031420300,0.0,0.0,0.0,0.0
1400000US17031420400,0.0,0.0,0.0,0.0
1400000US17031420500,0.0,0.0,0.0,0.0
1400000US17031420600,0.0,0.0,1.0,0.0
1400000US17031420700,0.0,0.0,1.0,1.0
1400000US17031420800,0.0,0.0,0.0,0.0
1400000US17031421200,0.0,0.0,1.0,1.0
1400000US17031430101,1.0,0.0,1.0,0.0
1400000US17031430102,1.0,0.0,1.0,0.0
1400000US17031430200,1.0,0.0,1.0,0.0
1400000US17031430300,0.0,0.0,1.0,0.0
1400000US17031430400,0.0,0.0,1.0,1.0
1400000US17031430500,0.0,0.0,1.0,0.0
1400000US17031430600,1.0,0.0,1.0,0.0
1400000US17031430700,1.0,0.0,1.0,0.0
1400000US17031430800,0.0,0.0,1.0,0.0
1400000US17031430900,0.0,0.0,0.0,0.0
1400000US17031431200,0.0,0.0,0.0,0.0
1400000US17031431301,0.0,0.0,1.0,0.0
1400000US17031431302,1.0,0.0,1.0,0.0
1400000US17031431400,1.0,0.0,1.0,0.0
1400000US17031440101,0.0,0.0,1.0,0.0
1400000US17031440102,0.0,0.0,1.0,0.0
1400000US17031440201,0.0,0.0,0.0,0.0
1400000US17031440202,0.0,0.0,0.0,0.0
1400000US17031440300,0.0,0.0,0.0,1.0
1400000US17031440600,0.0,0.0,1.0,1.0
1400000US17031440700,0.0,0.0,0.0,0.0
1400000US17031440800,0.0,0.0,1.0,0.0
1400000US17031440900,0.0,0.0,1.0,0.0
1400000US17031450300,0.0,0.0,1.0,1.0
1400000US17031460100,1.0,1.0,1.0,0.0
1400000US17031460200,1.0,0.0,1.0,0.0
1400000US17031460301,0.0,0.0,1.0,1.0
1400000US17031460302,0.0,0.0,1.0,0.0
1400000US17031460400,0.0,0.0,1.0,1.0
1400000US17031460500,0.0,0.0,1.0,1.0
1400000US17031460600,0.0,0.0,1.0,1.0
1400000US17031460700,1.0,1.0,1.0,1.0
1400000US17031461000,0.0,1.0,1.0,1.0
1400000US17031470100,0.0,0.0,1.0,0.0
1400000US17031480100,0.0,0.0,1.0,1.0
1400000US17031480200,0.0,0.0,1.0,0.0
1400000US17031480300,0.0,0.0,1.0,0.0
1400000US17031480400,0.0,0.0,1.0,1.0
1400000US17031480500,0.0,1.0,1.0,1.0
1400000US17031490300,0.0,0.0,1.0,1.0
1400000US17031490400,0.0,0.0,1.0,0.0
1400000US17031490500,0.0,0.0,1.0,1.0
1400000US17031490600,0.0,0.0,1.0,1.0
1400000US17031490700,0.0,0.0,1.0,1.0
1400000US17031490800,0.0,0.0,1.0,1.0
1400000US17031490901,0.0,0.0,1.0,0.0
1400000US17031490902,0.0,0.0,1.0,0.0
1400000US17031491000,0.0,0.0,1.0,0.0
1400000US17031491100,0.0,0.0,1.0,0.0
1400000US17031491200,0.0,0.0,1.0,0.0
1400000US17031491300,0.0,0.0,1.0,0.0
1400000US17031491400,0.0,0.0,1.0,0.0
1400000US17031500100,0.0,0.0,1.0,1.0
1400000US17031500200,0.0,0.0,1.0,1.0
1400000US17031500300,0.0,0.0,1.0,1.0
1400000US17031510100,0.0,1.0,1.0,1.0
1400000US17031510200,0.0,1.0,1.0,0.0
1400000US17031510300,0.0,0.0,1.0,0.0
1400000US17031520100,1.0,1.0,1.0,1.0
1400000US17031520200,0.0,1.0,1.0,1.0
1400000US17031520300,0.0,1.0,1.0,1.0
1400000US17031520400,1.0,0.0,1.0,1.0
1400000US17031520500,0.0,0.0,0.0,0.0
1400000US17031520600,0.0,0.0,1.0,0.0
1400000US17031530100,0.0,0.0,1.0,0.0
1400000US17031530200,0.0,0.0,1.0,0.0
1400000US17031530300,0.0,0.0,1.0,1.0
1400000US17031530400,0.0,0.0,1.0,1.0
1400000US17031530501,0.0,0.0,1.0,0.0
1400000US17031530502,0.0,1.0,1.0,0.0
1400000US17031530503,0.0,1.0,1.0,0.0
1400000US17031530600,0.0,1.0,1.0,0.0
1400000US17031540101,0.0,1.0,1.0,1.0
1400000US17031540102,0.0,1.0,1.0,1.0
1400000US17031550100,0.0,1.0,1.0,0.0
1400000US17031550200,0.0,1.0,1.0,1.0
1400000US17031560100,0.0,1.0,1.0,1.0
1400000US17031560200,0.0,1.0,1.0,1.0
1400000US17031560300,0.0,0.0,0.0,0.0
1400000US17031560400,0.0,0.0,1.0,0.0
1400000US17031560700,0.0,0.0,1.0,0.0
1400000US17031560800,0.0,0.0,1.0,0.0
1400000US17031560900,0.0,0.0,0.0,0.0
1400000US17031561000,0.0,0.0,1.0,0.0
1400000US17031561100,0.0,0.0,1.0,0.0
1400000US17031570100,0.0,1.0,1.0,1.0
1400000US17031570200,0.0,1.0,1.0,1.0
1400000US17031570300,0.0,0.0,1.0,0.0
1400000US17031570400,0.0,0.0,1.0,0.0
1400000US17031570500,0.0,0.0,1.0,0.0
1400000US17031580100,0.0,1.0,1.0,1.0
1400000US17031580200,0.0,1.0,1.0,1.0
1400000US17031580300,0.0,1.0,1.0,1.0
1400000US17031580400,0.0,0.0,1.0,0.0
1400000US17031580501,0.0,0.0,1.0,0.0
1400000US17031580502,0.0,0.0,0.0,0.0
1400000US17031580600,0.0,0.0,0.0,0.0
1400000US17031580700,0.0,0.0,1.0,0.0
1400000US17031580800,0.0,0.0,1.0,0.0
1400000US17031590500,0.0,0.0,1.0,0.0
1400000US17031590600,0.0,0.0,0.0,0.0
1400000US17031590700,0.0,1.0,1.0,0.0
1400000US17031600400,0.0,0.0,0.0,1.0
1400000US17031600600,0.0,1.0,1.0,1.0
1400000US17031600700,0.0,1.0,1.0,1.0
1400000US17031600900,0.0,1.0,0.0,1.0
1400000US17031610300,0.0,0.0,1.0,0.0
1400000US17031610400,0.0,0.0,0.0,0.0
1400000US17031610800,0.0,0.0,1.0,1.0
1400000US17031611000,0.0,0.0,1.0,0.0
1400000US17031611100,0.0,0.0,1.0,0.0
1400000US17031611200,0.0,0.0,1.0,0.0
1400000US17031611300,0.0,0.0,1.0,0.0
1400000US17031611400,0.0,0.0,1.0,0.0
1400000US17031611500,0.0,0.0,1.0,0.0
